企業番号	"生産品目"
20070682	毎日新聞の販売および関連事業
20070683	新聞販売業
20070684	毎日・朝日・東京・産経新聞販売業
20070685	新聞および出版物の販売
20070686	新聞販売業
20070687	新聞およびその物の販売
20070688	新聞販売業
20070693	カ－用品等販売（小売）
20070702	チルド食品の入荷・仕分・出荷作業
20070704	木造注文住宅の販売
20070707	食品製造加工
20070709	自動車用生産設備製造・マニュアル製作等
20070711	自動車整備業、アルカリイオン水の販売
20070712	一般土木工事業、下水道工事、小口径推進工事、管工事業
20070714	精密機械製造販売
20070715	仮設足場施工、建設資材の卸売・販売
20070718	産業用電気制御装置の設計・製造・販売
20070722	石油製品販売・車検整備・保険代理業・車販
20070723	コンビニエンスストアのフランチャイズ本部
20070725	理容業
20070726	一般労働者派遣業、有料職業紹介事業
20070728	電気工事業
20070729	食肉販売業、食料品店経営、焼肉亭「桂」の経営
20070730	街創りと住宅・建設の総合商社
20070735	コンピュータシステムエンジニア
20070736	総合環境マネジメント事業
